"ReportingAreaName","ReportingAreaState","ReportingAreaID","ReportingAreaLat","ReportingAreaLong","SiteID","SiteName","SiteAgencyName","SiteLat","SiteLong"
"Granville County","NC","nc047",36.3039,-78.653,"370770001","BUTNER","North Carolina DEQ - Division of Air Quality",36.141111,-78.768056
"Granville County","NC","nc047",36.3039,-78.653,"370630015","Durham Armory","North Carolina DEQ - Division of Air Quality",36.032955,-78.904037
"Great Basin National Park","NV","nv003",39.0053,-114.2158,"320330101","Great Basin NP","National Park Service",39.0053,-114.2158
"Great Falls","MT","mt010",47.4943,-111.3033,"300130001","Great Falls Overlook Park","Montana DEQ",47.494318,-111.303317
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"470931013","AIR LAB","Tennessee Air Pollution Control Div.",35.9803,-83.9306
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"470090102","Cades Cove - GSMNP","Tennessee Air Pollution Control Div.",35.6031,-83.7836
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"471550102","Clingmans Dome - GSMNP","Tennessee Air Pollution Control Div.",35.562801,-83.4981
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"471550101","Cove Mountain - GSMNP","Tennessee Air Pollution Control Div.",35.6967,-83.6089
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"470930021","EASTKNOX","Tennessee Air Pollution Control Div.",36.085,-83.7644
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"470010101","Freels","Tennessee Air Pollution Control Div.",35.965,-84.223099
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"471450004","Harriman","Tennessee Air Pollution Control Div.",35.9386,-84.5439
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"470090101","Look Rock - GSMNP","Tennessee Air Pollution Control Div.",35.63346,-83.94158
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"471050109","LOUDONMS","Tennessee Air Pollution Control Div.",35.7197,-84.3417
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"470090011","MARYVILL","Tennessee Air Pollution Control Div.",35.7683,-83.9422
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"470890002","NMARKET","Tennessee Air Pollution Control Div.",36.1144,-83.6014
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"370870036","PURCHASE","Tennessee Air Pollution Control Div.",35.587144,-83.074156
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"840470931017","Rule","Tennessee Air Pollution Control Div.",35.97773,-83.9504
"Great Smoky Mtns. Natl. Park - TN","TN","tn007",35.6331,-83.9415,"470931020","SPRINGHILL","Tennessee Air Pollution Control Div.",36.0183,-83.8761
"Greater New Castle County","DE","de006",39.58,-75.68,"100031007","LUMS 2","Delaware Dept. of Natural Resources and Environment",39.5513,-75.732
"Greater New Castle County","DE","de006",39.58,-75.68,"840100031012","Newark","Delaware Dept. of Natural Resources and Environment",39.691962,-75.761299
"Greater New Castle County","DE","de006",39.58,-75.68,"100031008","Rte 9 Del. City","Delaware Dept. of Natural Resources and Environment",39.57768,-75.6036
"Greeley","CO","co004",40.4667,-104.7225,"081230009","Greeley - Weld Co. Tower - 3101 35th Ave.","Colorado Department of Public Health and Environment",40.3861,-104.7367
"Greeley","CO","co004",40.4667,-104.7225,"081230006","Greeley Hospital","Colorado Department of Public Health and Environment",40.4147,-104.7061
"Greenbrier County","WV","wv002",37.9081,-80.6328,"540250003","GREENBRIER COUNTY","West Virginia Division of Air Quality",37.9081,-80.632797
"Greenfield","MA","ma019",42.6058,-72.5967,"250112005","Greenfield","Massachusetts Dept. of Environmental Protection",42.605816,-72.596689
"Greenville-Spartanburg","SC","sc002",34.919,-82.149,"840450070006","Garrison Arena","South Carolina DHEC",34.635958,-82.810667
"Greenville-Spartanburg","SC","sc002",34.919,-82.149,"450450015","Greenville-ESC","South Carolina DHEC",34.843899,-82.414597
"Greenville-Spartanburg","SC","sc002",34.919,-82.149,"450450016","Hillcrest","South Carolina DHEC",34.751801,-82.256699
"Greenville-Spartanburg","SC","sc002",34.919,-82.149,"450830009","North Spartanburg FS","South Carolina DHEC",34.988602,-82.0756
"Greenville-Spartanburg","SC","sc002",34.919,-82.149,"450830011","TK Gregg","South Carolina DHEC",34.955601,-81.924797
"Greenwich","CT","ct004",41.0036,-73.5853,"090010010","Bridgeport","Connecticut Dept. of Energy and Environmental Protection",41.171398,-73.195297
"Greenwich","CT","ct004",41.0036,-73.5853,"090010017","Greenwich","Connecticut Dept. of Energy and Environmental Protection",41.0036,-73.5853
"Gridley","CA","ca193",39.3083,-121.7583,"060074001","Gridley","Butte County Air Quality Management District",39.32756,-121.66881
"Guanajuato","MX","mx004",20.58,-101.2,"80011G017","Estación Abasolo","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.450916,-101.528686
"Guanajuato","MX","mx004",20.58,-101.2,"80011G004","Estación Bomberos","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.67495,-101.35595
"Guanajuato","MX","mx004",20.58,-101.2,"80011G007","Estación CICEG","Secretaría de Medio Ambiente y Ordenamiento Territorial",21.101789,-101.6347
"Guanajuato","MX","mx004",20.58,-101.2,"80011G008","Estación Cruz Roja","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.578558,-101.19886
"Guanajuato","MX","mx004",20.58,-101.2,"80011G013","Estación DIF","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.558153,-101.20485
"Guanajuato","MX","mx004",20.58,-101.2,"80011G010","Estación Facultad de Medicina","Secretaría de Medio Ambiente y Ordenamiento Territorial",21.133894,-101.68025
"Guanajuato","MX","mx004",20.58,-101.2,"80011G018","Estación Guanajuato","Secretaría de Medio Ambiente y Ordenamiento Territorial",21.017676,-101.257517
"Guanajuato","MX","mx004",20.58,-101.2,"80011G009","Estación Hospital General","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.9479,-101.4258
"Guanajuato","MX","mx004",20.58,-101.2,"80011G012","Estación Nativitas","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.565228,-101.18824
"Guanajuato","MX","mx004",20.58,-101.2,"80011G016","Estación Purísima del Rincón","Secretaría de Medio Ambiente y Ordenamiento Territorial",21.034389,-101.866583
"Guanajuato","MX","mx004",20.58,-101.2,"80011G003","Estación San Juanico","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.537683,-100.83994
"Guanajuato","MX","mx004",20.58,-101.2,"80011G014","Estación San Luis de la Paz","Secretaría de Medio Ambiente y Ordenamiento Territorial",21.298874,-100.51557
"Guanajuato","MX","mx004",20.58,-101.2,"80011G015","Estación San Miguel de Allende","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.914813,-100.743844
"Guanajuato","MX","mx004",20.58,-101.2,"80011G006","Estación Secundaria","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.6924,-101.36487
"Guanajuato","MX","mx004",20.58,-101.2,"80011G001","Estación Seguridad Pública","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.518317,-100.81591
"Guanajuato","MX","mx004",20.58,-101.2,"80011G011","Estación T21","Secretaría de Medio Ambiente y Ordenamiento Territorial",21.108683,-101.68863
"Guanajuato","MX","mx004",20.58,-101.2,"80011G002","Estación Tecnológico","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.545428,-100.80707
"Guanajuato","MX","mx004",20.58,-101.2,"80011G005","Estación Teódula","Secretaría de Medio Ambiente y Ordenamiento Territorial",20.657939,-101.34915
"Guangzhou","  ","ds034",23.1168,113.3181,"GZ1010001","Guangzhou","U.S. Department of State China - Guangzhou",23.116785,113.318088
"Guatemala City","  ","ds045",14.6068,-90.5147,"320GT1010001","Guatemala City","U.S. Department of State Guatemala - Guatemala City",14.989397,-90.522408
"Hagerstown Region","MD","md005",39.6116,-77.9143,"240430009","Hagerstown","Maryland Department of the Environment",39.565601,-77.721901
"Hamilton","MT","mt011",46.2436,-114.1589,"300810007","Hamilton PS 46","Montana DEQ",46.243621,-114.158889
"Hamilton County","FL","fl028",30.476,-82.95,"120230002","Lake City","Florida Dept. of Environmental Protection",30.1783,-82.6192
"Hamilton County","FL","fl028",30.476,-82.95,"840120470017","White Springs Plant","Florida Dept. of Environmental Protection",30.426029,-82.795356
"Hammond-Gary","IN","in003",41.631,-87.087,"840180890034","East Chicago - Marina","Indiana Dept. of Environmental Management 2",41.653446,-87.435435
"Hammond-Gary","IN","in003",41.631,-87.087,"180890022","Gary-IITRI","Indiana Dept. of Environmental Management 2",41.606563,-87.305015
"Hammond-Gary","IN","in003",41.631,-87.087,"180892008","Hammond-141st St","Indiana Dept. of Environmental Management 2",41.639444,-87.493611
"Hammond-Gary","IN","in003",41.631,-87.087,"180890036","Hammond-167th St","Indiana Dept. of Environmental Management 2",41.594427,-87.495044
"Hammond-Gary","IN","in003",41.631,-87.087,"180910010","LaPorte-E. Lincolnway","Indiana Dept. of Environmental Management 2",41.629167,-86.684444
"Hammond-Gary","IN","in003",41.631,-87.087,"180910005","Michigan City-4th St","Indiana Dept. of Environmental Management 2",41.717762,-86.907786
"Hammond-Gary","IN","in003",41.631,-87.087,"181270024","Ogden Dunes","Indiana Dept. of Environmental Management 2",41.617814,-87.199533
"Hammond-Gary","IN","in003",41.631,-87.087,"181270023","Portage-Hwy 12","Indiana Dept. of Environmental Management 2",41.616561,-87.146921
"Hammond-Gary","IN","in003",41.631,-87.087,"181270026","Valparaiso","Indiana Dept. of Environmental Management 2",41.512118,-87.036236
"Hampton Roads","VA","va001",36.9,-76.19,"516500008","HAMPTON","Virginia Dept. of Environmental Quality",37.10373,-76.38702
"Hampton Roads","VA","va001",36.9,-76.19,"518000005","HOLLAND","Virginia Dept. of Environmental Quality",36.66525,-76.73078
"Hampton Roads","VA","va001",36.9,-76.19,"518000004","TIDEWATER COMM. COLLEGE","Virginia Dept. of Environmental Quality",36.90118,-76.43808
"Hampton Roads","VA","va001",36.9,-76.19,"840518100008","Tidewater Regional Office","Virginia Dept. of Environmental Quality",36.84188,-76.18123
"Hanford","CA","ca036",36.325,-119.647,"060310004","Corcoran","San Joaquin Valley Unified APCD",36.102219,-119.566002
"Hanford","CA","ca036",36.325,-119.647,"060311004","Hanford - S. Irwin Street","San Joaquin Valley Unified APCD",36.3144,-119.6436
"Hannover","ND","nd005",47.1858,-101.4281,"380650002","Hannover","North Dakota Department of Environmental Quality",47.1858,-101.4281
"Hanoi","  ","ds019",21.0219,105.8188,"HN1010001","Hanoi","U.S. Department of State Vietnam - Hanoi",21.021939,105.818806
"Harrisonburg","VA","va010",38.45,-78.87,"511650003","Rockingham","Virginia Dept. of Environmental Quality",38.47753,-78.81952
"Hartford","CT","ct002",41.785,-72.63,"090031003","East Hartford","Connecticut Dept. of Energy and Environmental Protection",41.7847,-72.6297
"Hartford","CT","ct002",41.785,-72.63,"090030025","Hartford","Connecticut Dept. of Energy and Environmental Protection",41.771444,-72.679923
"Hattiesburg","MS","ms010",31.3271,-89.2903,"280350004","Hattiesburg","Mississippi DEQ",31.323995,-89.292219
"Haverhill","MA","ma017",42.7736,-71.105,"250095005","Haverhill","Massachusetts Dept. of Environmental Protection",42.7708,-71.1028
"Hayden","AZ","az025",33.0063,-110.7865,"040071001","Hayden","Arizona Department of Environmental Quality",33.006268,-110.786484
"Haywood County","NC","nc051",35.5558,-82.9821,"370210034","BDED","North Carolina DEQ - Division of Air Quality",35.6062,-82.5844
"Haywood County","NC","nc051",35.5558,-82.9821,"370870035","FRYPAN","North Carolina DEQ - Division of Air Quality",35.379167,-82.7925
"Haywood County","NC","nc051",35.5558,-82.9821,"370870036","PURCHASE","North Carolina DEQ - Division of Air Quality",35.587144,-83.074156
"Haywood County","NC","nc051",35.5558,-82.9821,"370870008","WNVLELSC","North Carolina DEQ - Division of Air Quality",35.507224,-82.963625
"Hazard","KY","ky010",37.28,-83.22,"211930003","HAZ2","Kentucky DEP",37.2831,-83.2203
"Helena","MT","mt002",46.596,-112.027,"300490004","NCORE","Montana DEQ",46.8505,-111.987164
"Helena","MT","mt002",46.596,-112.027,"300490026","Rossiter Pump House","Montana DEQ",46.6588,-112.0131
"Hemet and San Jacinto","CA","ca160",33.7783,-116.9127,"060650016","Temecula (Lake Skinner)","South Coast AQMD",33.583099,-117.072197
"Hermiston","OR","or044",45.84,-119.29,"410591003","Hermiston - Municipal Airport","Oregon Dept. of Environmental Quality",45.828968,-119.262991
"Hernando","MS","ms006",34.8275,-89.9889,"280330002","HERNANDO","Mississippi DEQ",34.820633,-89.987782
"Hesperia","CA","ca173",34.4163,-117.2855,"060714001","Hesperia - Olive Street","Mojave Desert AQMD",34.416506,-117.285602
"Hidden Valley","AZ","az006",32.8848,-112.037,"040213015","Hidden Valley","Pinal County Air Quality Control District",32.884761,-112.03705
"High Elevations of Acadia National Park","ME","me026",44.3127,-68.2069,"230090102","Bar Harbor - Cadillac Mtn.","Maine Dept. of Environmental Protection",44.351665,-68.227219
"Highlands County","FL","fl029",27.34,-81.34,"120550003","Archbold Biomedical Research Center","Florida Dept. of Environmental Protection",27.1889,-81.3403
"Highlands County","FL","fl029",27.34,-81.34,"121150013","Bee Ridge","Florida Dept. of Environmental Protection",27.2906,-82.5072
"Highlands County","FL","fl029",27.34,-81.34,"121152002","Jackson Road","Florida Dept. of Environmental Protection",27.0892,-82.3625
"Hillsboro","OR","or034",45.5285,-122.9724,"840410670006","Forest Grove Pacific University","Oregon Dept. of Environmental Quality",45.52483,-123.10554
"Hillsboro","OR","or034",45.5285,-122.9724,"410670004","Hillsboro - Hare Field","Oregon Dept. of Environmental Quality",45.528501,-122.972398
"Hilo","HI","hi002",19.7175,-155.1103,"150011006","Hilo","Hawaii State Dept. of Health",19.717562,-155.110535
"Ho Chi Minh City","  ","ds018",10.7828,106.7,"HC1010001","Ho Chi Minh City","U.S. Department of State Vietnam - Ho Chi Minh",10.782773,106.700035
"Hobbs","NM","nm006",32.7268,-103.123,"350250008","Hobbs Jefferson","New Mexico Air Quality Bureau",32.7267,-103.1233
"Holiday","FL","fl018",28.3789,-82.4288,"121012001","Holiday","Florida Dept. of Environmental Protection",28.1953,-82.7578
"Holiday","FL","fl018",28.3789,-82.4288,"121035002","John A. Chesnut Sr. Park","Florida Dept. of Environmental Protection",28.0903,-82.7008
"Holiday","FL","fl018",28.3789,-82.4288,"121010005","San Antonio","Florida Dept. of Environmental Protection",28.3322,-82.3056
"Hollister","CA","ca204",36.8442,-121.361,"060690002","Hollister AMS","Monterey Bay Unified APCD",36.843425,-121.3621
"Holmes, Jackson, and Washington Counties","FL","fl026",30.732,-85.571,"120590004","Bonifay","Florida Dept. of Environmental Protection",30.8475,-85.6044
"Honolulu","HI","hi001",21.3046,-157.8601,"150031001","Honolulu","Hawaii State Dept. of Health",21.310301,-157.858093
"Honolulu","HI","hi001",21.3046,-157.8601,"150031004","SAND ISLAND 2 - ANUENUE FISHERIES","Hawaii State Dept. of Health",21.3039,-157.8711
"Hood River","OR","or047",45.7,-121.53,"840410270001","Hood River West Side FD","Oregon Dept. of Environmental Quality",45.685138,-121.527478
"Houghton Lake","MI","mi011",44.3147,-84.7647,"261130001","HOUGHTON LAKE","Michigan Department of Environment, Great Lakes, and Energy",44.3106,-84.891899
"Houston-Galveston-Brazoria","TX","tx006",29.751,-95.351,"482010058","Baytown C148","Texas Commission on Environmental Quality",29.7708,-95.0311
"Houston-Galveston-Brazoria","TX","tx006",29.751,-95.351,"482011017","Baytown Garth C1017","Texas Commission on Environmental Quality",29.823319,-94.983786
"Houston-Galveston-Brazoria","TX","tx006",29.751,-95.351,"482010026","Channelview C15","Texas Commission on Environmental Quality",29.8025,-95.1256
"Houston-Galveston-Brazoria","TX","tx006",29.751,-95.351,"482011035","Clinton C403","Texas Commission on Environmental Quality",29.7339,-95.2575
"Houston-Galveston-Brazoria","TX","tx006",29.751,-95.351,"483390078","Conroe Relocated C78","Texas Commission on Environmental Quality",30.3503,-95.425
"Houston-Galveston-Brazoria","TX","tx006",29.751,-95.351,"481671034","Galveston Airport C1034","Texas Commission on Environmental Quality",29.2631,-94.8564
